Water;Energy (kcal);Protein;Fat;Carbohydrates;Fiber;Calcium;Iron;Magnesium;Phosphorus;Potassium;Zinc;Copper;Manganese;Selenium;Vitamin C;Thiamin;Riboflavin;Niacin;Pantothenic acid;Vitamin B-6;Folate;Vitamin E;Vitamin K
2,18E+11;8,11E+11;1,69E+10;1,79E+10;5,28E+10;1,13E+10;3,95E+08;4,27E+06;1,09E+08;3,03E+08;1,69E+09;3,22E+06;2,89E+05;7,10E+05;1,78E+04;2,37E+07;3,98E+05;4,10E+05;5,26E+06;1,67E+06;4,52E+05;1,36E+05;4,80E+06;3,04E+04
