Water;Energy (kcal);Protein;Fat;Carbohydrates;Fiber;Calcium;Iron;Magnesium;Phosphorus;Potassium;Zinc;Copper;Manganese;Selenium;Vitamin C;Thiamin;Riboflavin;Niacin;Pantothenic acid;Vitamin B-6;Folate;Vitamin E;Vitamin K
100,00;100,00;100,00;100,00;100,00;2,54;2,61;4,13;100,00;4,79;100,00;3,45;9,26;4,23;6,81;24,98;100,00;100,00;1,95;100,00;64,01;2,13;58,14;100,00
